Gene,GBM_gain,LGG_gain,pval,FDR
ACTC1,8,4,0.38656153385757197,0.486824412198995
ACTG1,31,30,1.0,1.0
ACTG2,18,7,0.042275853334427835,0.0742137656781341
ACTL10,180,40,9.832075142871e-26,1.647969916245945e-24
ACTL6A,55,13,2.5466857866366643e-07,1.5347563059273445e-06
ACTL6B,431,153,1.2133420317083028e-60,3.8524250808023873e-59
ACTL7B,41,23,0.03879432397539926,0.06912828161634386
ACTL8,39,12,0.0002562061629881113,0.00086348836529521
ACTL9,180,46,5.697983127401871e-23,6.4388495566080735e-22
ACTN1,9,3,0.14505090281306568,0.21580884272306522
ACTN2,47,21,0.0024668378317047844,0.006483544024596158
ACTN4,162,30,5.886666498773573e-26,1.0103537997552173e-24
ACTR1B,19,6,0.014161791349667606,0.029494076062863417
ACTR2,19,7,0.02815702138835105,0.05325049077071604
ACTR3,17,6,0.03388878722533728,0.06171166611866033
ACTR3B,437,162,3.029168415749397e-59,8.867846251018412e-58
ACTR3C,434,163,1.302817760068134e-57,3.212761431970975e-56
ACTR6,30,9,0.0009740817847902242,0.0027874924245387934
ACTRT1,3,9,0.08417232385323435,0.13634990396158705
ACTRT3,40,10,3.137171873901402e-05,0.00014843745180293403
ACVR1,16,7,0.0916764545126367,0.1460792566441144
ACVR1B,36,9,5.64729480997015e-05,0.00024625747228841963
ACVR1C,16,7,0.0916764545126367,0.1460792566441144
ACVR2A,17,6,0.03388878722533728,0.06171166611866033
ACVR2B,31,7,0.00010329003718746068,0.0003977460970464832
ACVRL1,36,8,2.1598488641086336e-05,0.0001053478734692545
ACY3,8,31,0.00011235975919710128,0.0004271946490182448
ACYP2,20,6,0.009005653966994754,0.019930284597159918
ADA,175,40,2.4220434380638157e-24,3.4445310940191653e-23
ADAD1,12,4,0.07590020996223656,0.12430418246596169
ADAD2,18,11,0.2622119360067914,0.3561131176478561
ADAM10,9,8,1.0,1.0
ADAM11,20,12,0.2124514425095564,0.297991572205895
ADAM12,2,1,1.0,1.0
ADAM15,62,29,0.0009253201323164558,0.0026796100553660883
ADAM17,24,11,0.03958998082085573,0.07044577392981177
ADAM18,24,26,0.666558374884896,0.744985761257823
ADAM19,22,10,0.04867944309992932,0.08437021078762129
ADAM1A,30,8,0.0004279066194789238,0.0013432904705966717
ADAM2,24,26,0.666558374884896,0.744985761257823
ADAM20P1,6,3,0.5070428290082912,0.6023866154613178
ADAM21,6,3,0.5070428290082912,0.6023866154613178
ADAM21P1,6,3,0.5070428290082912,0.6023866154613178
ADAM22,436,134,2.880755821160949e-72,1.1150306938710087e-70
ADAM23,14,7,0.18742643540703754,0.26771639784505324
ADAM28,24,26,0.666558374884896,0.744985761257823
ADAM29,10,6,0.4530657644335597,0.5501853036519123
ADAM30,43,11,1.7244883465093664e-05,8.572779208168707e-05
ADAM32,24,26,0.666558374884896,0.744985761257823
ADAM33,176,43,3.120540584205419e-23,3.6498659262925995e-22
ADAM3A,24,26,0.666558374884896,0.744985761257823
ADAM5,24,26,0.666558374884896,0.744985761257823
ADAM7,24,26,0.666558374884896,0.744985761257823
ADAM8,2,1,1.0,1.0
ADAMDEC1,24,26,0.666558374884896,0.744985761257823
ADAMTS1,34,14,0.0072536103556394655,0.016464085385131784
ADAMTS10,181,47,8.424094433323936e-23,9.154345166400787e-22
ADAMTS12,27,13,0.036972352081290495,0.06653694230758786
ADAMTS13,41,28,0.1718446789736396,0.2516344957903783
ADAMTS14,2,1,1.0,1.0
ADAMTS16,29,11,0.006019527095492665,0.014211799704466097
ADAMTS17,14,15,0.8513106856825392,0.8970030083196783
ADAMTS18,17,11,0.342272640589673,0.4428376885749394
ADAMTS19,20,7,0.01853516742298712,0.037601127159046406
ADAMTS2,26,10,0.010765075799446777,0.023339094608934848
ADAMTS20,33,10,0.0005438448725379064,0.0016506593160416894
ADAMTS3,9,5,0.4226607189952972,0.521528114195331
ADAMTS5,34,14,0.0072536103556394655,0.016464085385131784
ADAMTS6,26,9,0.0056525822557531216,0.013472540916822788
ADAMTS7,8,8,1.0,1.0
ADAMTS8,9,49,9.03533844464938e-09,5.894557461413744e-08
ADAMTS9,30,8,0.0004279066194789238,0.0013432904705966717
ADAMTSL1,18,10,0.1825258056454066,0.2633716899675938
ADAMTSL2,41,28,0.1718446789736396,0.2516344957903783
ADAMTSL3,9,9,1.0,1.0
ADAP2,14,7,0.18742643540703754,0.26771639784505324
ADAR,58,28,0.0016134661934984443,0.004415276110415386
ADARB1,35,16,0.014005418004859459,0.029298421451034874
ADARB2,13,65,8.972118713540074e-11,6.425525934189071e-10
ADAT1,16,11,0.43964061589798575,0.5385857549193205
ADAT2,11,1,0.006234091590507687,0.01442137823571233
ADC,44,13,5.6015785800307776e-05,0.0002452609536877616
ADCK1,8,4,0.38656153385757197,0.486824412198995
ADCK2,435,166,1.479583791794272e-56,3.2017852140009192e-55
ADCK3,49,25,0.007881566332915077,0.017711411519933957
ADCK4,142,30,1.9932860750796773e-20,1.606826101746999e-19
ADCK5,39,75,0.00015086745385424247,0.0005532911897394415
ADCY1,417,109,8.26443321956443e-76,3.496204453279398e-74
ADCY10,50,25,0.005753026582275178,0.013653437612611983
ADCY10P1,11,7,0.479117078642087,0.5763681742267593
ADCY2,30,11,0.004019185529665655,0.009978530051995173
ADCY3,23,7,0.004966241738960657,0.01198145507746652
ADCY5,28,5,5.949475379404536e-05,0.00025311394121217375
ADCY6,34,9,0.0001495706990900623,0.0005497437001797738
ADCY7,16,10,0.3244660232485618,0.42424087908296193
ADCY8,41,84,1.5610655566518335e-05,7.853963996581988e-05
ADCY9,22,10,0.04867944309992932,0.08437021078762129
ADCYAP1,28,14,0.041844708628728196,0.07372405375249179
ADCYAP1R1,429,107,2.2949409788303466e-83,2.9969933582673167e-81
ADD1,13,11,0.8380645904850325,0.8850329807963024
ADD2,17,6,0.03388878722533728,0.06171166611866033
ADD3,0,2,0.23838148519734043,0.3277499903592107
ADGB,11,1,0.006234091590507687,0.01442137823571233
ADH1A,11,3,0.05670376906265473,0.09579133548193697
ADH5,11,3,0.05670376906265473,0.09579133548193697
ADH7,11,3,0.05670376906265473,0.09579133548193697
ADHFE1,32,34,0.7038484569067603,0.7742178367996577
ADIPOQ,49,8,3.0196775825387834e-08,1.8990585399735112e-07
ADIPOR2,54,52,1.0,1.0
ADK,2,1,1.0,1.0
ADM,6,15,0.04624296208619189,0.08055640930407491
ADM5,129,25,1.9951762697175294e-19,1.514841113175827e-18
ADNP2,34,9,0.0001495706990900623,0.0005497437001797738
ADO,4,2,0.6871334366319842,0.7586656338287854
ADORA1,61,29,0.0012965206862630661,0.00362591204214129
ADORA2A,13,11,0.8380645904850325,0.8850329807963024
ADORA2B,11,8,0.6463669807125458,0.7272354896869203
ADORA3,47,12,5.782613988921974e-06,3.1396708924667466e-05
ADPGK,13,7,0.26129788031550283,0.3561131176478561
ADPRH,26,5,0.00017602193546965072,0.0006234663742649091
ADPRHL1,14,14,1.0,1.0
ADRA1A,24,27,0.5689957525061373,0.6610666388752886
ADRA1B,22,10,0.04867944309992932,0.08437021078762129
ADRA1D,176,42,1.0972396149919154e-23,1.3882345861793248e-22
ADRA2A,3,2,1.0,1.0
ADRA2C,12,10,0.8310894554740471,0.8795843158780295
ADRB1,2,0,0.49980444504905874,0.5970935610330732
ADRB2,21,9,0.041568838550355355,0.07337574251871612
ADRB3,24,26,0.666558374884896,0.744985761257823
ADRBK1,10,28,0.0024956100611465528,0.006554577107082709
ADRBK2,14,9,0.40274184467724955,0.5028162792720038
ADSL,11,9,0.8231147798009446,0.8749672822091298
ADSS,60,25,0.00017526273518457235,0.000622539204588909
ADTRP,14,8,0.28419329805725324,0.3784707768221893
AEBP2,47,37,0.3662080731667013,0.4683396783460376
AES,183,44,1.1225390558000175e-24,1.7290555425645807e-23
AFAP1,11,9,0.8231147798009446,0.8749672822091298
AFAP1L1,23,9,0.019296343833463993,0.038618402410842516
AFF2,8,12,0.37027889753256593,0.4715380720040766
AFF3,19,6,0.014161791349667606,0.029494076062863417
AFG3L1P,16,9,0.22723874874760935,0.3152292193507849
AFP,8,4,0.38656153385757197,0.486824412198995
AFTPH,18,7,0.042275853334427835,0.0742137656781341
AGA,10,5,0.30032490974127724,0.3964383839759604
AGAP1,16,7,0.0916764545126367,0.1460792566441144
AGAP11,0,3,0.11621922824025462,0.18045702747230602
AGAP2,119,36,2.7122014305322224e-12,1.9582615905640825e-11
AGAP6,2,4,0.44181760853660845,0.5398179532140471
AGBL1,10,10,1.0,1.0
AGBL2,6,12,0.15580803061671816,0.2304209752636015
AGBL3,437,162,3.029168415749397e-59,8.867846251018412e-58
AGBL4,41,13,0.00021817971695038533,0.0007510022895165911
AGFG1,14,7,0.18742643540703754,0.26771639784505324
AGFG2,431,152,4.259721605931774e-61,1.3640191701041233e-59
AGGF1,23,9,0.019296343833463993,0.038618402410842516
AGK,434,166,4.424324910860391e-56,9.272509755746874e-55
AGL,47,15,6.480578231878923e-05,0.00026989829142084766
AGMAT,43,12,4.0276705776502825e-05,0.00018219143594925286
AGMO,420,103,4.874588531318647e-81,3.0002692853829283e-79
AGO1,45,13,3.518754807695726e-05,0.00016086654399383383
AGO2,39,77,7.43874601551849e-05,0.00030733174047058235
AGO3,47,13,1.3658340478417718e-05,6.913412784121242e-05
AGO4,45,13,3.518754807695726e-05,0.00016086654399383383
AGPAT2,46,28,0.054155426084533054,0.0925578910819981
AGPAT3,34,16,0.019658276164224033,0.039264262725670504
AGPAT4,11,2,0.022132997223854867,0.04297018482160886
AGPAT5,25,27,0.672032993565514,0.74926440218017
AGPAT9,9,4,0.2656173167521872,0.3565782482331588
AGPS,15,4,0.01877659489313682,0.03806004887368454
AGR2,419,103,1.633910125861289e-80,9.19028549445125e-79
AGR3,418,103,5.44646421526737e-80,2.931720415228866e-78
AGRP,19,11,0.19784419756770402,0.28125938650811994
AGT,55,24,0.0006516927026811648,0.0019426599858804552
AGTPBP1,41,23,0.03879432397539926,0.06912828161634386
AGTR1,33,5,3.61666815438958e-06,2.014655873242682e-05
AGXT,15,7,0.13213108532119988,0.20021638980463927
AGXT2,27,11,0.013157487481403005,0.027597646228451164
AHCTF1,53,25,0.0021507053913035093,0.005727840675048076
AHCY,179,39,6.112026012617255e-26,1.0395289542184137e-24
AHCYL1,48,14,1.9181713021581483e-05,9.504155927354361e-05
AHCYL2,438,165,1.972542924286032e-58,5.445523830317578e-57
AHDC1,41,13,0.00021817971695038533,0.0007510022895165911
AHI1,11,1,0.006234091590507687,0.01442137823571233
AHNAK,4,24,6.448540756649713e-05,0.00026969666231528875
AHNAK2,13,5,0.09508911472693538,0.150972441586755
AHR,419,103,1.633910125861289e-80,9.19028549445125e-79
AHRR,35,13,0.0027708364183995637,0.007141311366316226
AHSA2,17,7,0.06267964363089813,0.10431326330328326
AHSG,50,8,1.6954734436177545e-08,1.0881461613782666e-07
AHSP,15,7,0.13213108532119988,0.20021638980463927
AICDA,46,49,0.5926799913890546,0.6830009293033166
AIF1L,45,28,0.06932577561567117,0.11464976304329366
AIFM1,4,11,0.06931116201966431,0.11464976304329366
AIFM3,16,9,0.22723874874760935,0.3152292193507849
AIG1,12,1,0.0033433814753536578,0.008472983968420727
AIM1,12,3,0.03463458748966235,0.06271181079528534
AIM1L,39,13,0.0005234457598051231,0.001599737163360468
AIM2,53,27,0.005214213350522526,0.01244549524763943
AIMP1,10,4,0.17837098217268166,0.2582201089521239
AIMP2,422,101,2.8232441068338105e-83,3.16772421791733e-81
AIP,8,29,0.00031059942889624453,0.001015364001559382
AIPL1,10,8,0.8138773582697607,0.8696414205973153
AIRE,34,15,0.012192530397380595,0.026072536167999684
AIRN,11,2,0.022132997223854867,0.04297018482160886
AJAP1,37,10,8.456282189775842e-05,0.0003463224595747303
AK2,45,13,3.518754807695726e-05,0.00016086654399383383
AK3,19,10,0.1338287259801158,0.2015281065646625
AK4,44,13,5.6015785800307776e-05,0.0002452609536877616
AK5,43,14,0.00018491556819071815,0.0006473338002536609
AK8,42,28,0.1386587353301526,0.20844613485367686
AK9,12,2,0.01270460490418217,0.02696025949569137
AKAP1,32,25,0.4969019813334453,0.5946726035614325
AKAP10,15,8,0.2079835180872558,0.293085401761272
AKAP11,2,5,0.277102022175692,0.3703406753612657
AKAP12,11,1,0.006234091590507687,0.01442137823571233
AKAP13,9,10,0.8190406480497187,0.8741012260098546
AKAP17A,10,14,0.4112613220538969,0.5119156206408981
AKAP2,45,23,0.01192146354925792,0.025690420373476172
AKAP4,6,11,0.22543235496496675,0.3137331367468202
AKAP6,10,8,0.8138773582697607,0.8696414205973153
AKAP7,12,1,0.0033433814753536578,0.008472983968420727
AKAP8,179,48,7.498757286235427e-22,6.715345076009758e-21
AKAP8L,178,48,1.3610128752432245e-21,1.1706581535167666e-20
AKAP9,437,141,2.6431249520143764e-69,9.923612632337976e-68
AKIP1,8,15,0.14033997521190156,0.21065724615015868
AKIRIN2,10,2,0.03813288169940386,0.0682981058272686
AKNAD1,47,15,6.480578231878923e-05,0.00026989829142084766
AKR1A1,42,14,0.0002858161722003506,0.0009413129987072073
AKR1B1,437,162,3.029168415749397e-59,8.867846251018412e-58
AKR1B10,438,162,9.760653404951121e-60,2.9976583401954182e-58
AKR1C1,16,63,7.304300589320636e-09,4.815451547428328e-08
AKR1C2,16,63,7.304300589320636e-09,4.815451547428328e-08
AKR1C3,16,62,1.2517943130209278e-08,8.099718652713611e-08
AKR1C4,16,61,2.1367889368558416e-08,1.361489022218966e-07
AKR1C7P,15,61,7.910879746643262e-09,5.2130580094378466e-08
AKR1CL1,16,62,1.2517943130209278e-08,8.099718652713611e-08
AKR1D1,436,164,6.833579626137655e-58,1.7161655321962424e-56
AKR1E2,16,63,7.304300589320636e-09,4.815451547428328e-08
AKR7A2,34,13,0.004123594272487196,0.010172164714883823
AKT1,16,6,0.05147633813886318,0.08805919195460157
AKT1S1,127,26,2.136325746062673e-18,1.546930571570358e-17
AKT2,148,31,1.5214337615308305e-21,1.3041605154492016e-20
AKT3,60,25,0.00017526273518457235,0.000622539204588909
AKTIP,16,10,0.3244660232485618,0.42424087908296193
ALAD,44,22,0.010720292644434944,0.023283161953277422
ALAS1,34,5,2.038369871074249e-06,1.1670697187873836e-05
ALAS2,8,32,6.692309482561037e-05,0.00027717899561252525
ALB,8,4,0.38656153385757197,0.486824412198995
ALCAM,29,7,0.00028345926172180407,0.0009397331550856631
ALDH18A1,2,2,1.0,1.0
ALDH1A1,40,22,0.03584852380130245,0.06475500727062307
ALDH1A2,9,7,0.803005578017028,0.8612725161162496
ALDH1A3,13,16,0.5736013072901622,0.6648409688109637
ALDH1B1,25,11,0.027703321755975396,0.05263771332632066
ALDH1L1,30,6,6.19094237246575e-05,0.00025992611839443846
ALDH1L2,30,10,0.002048710493951572,0.005470756436373526
ALDH2,31,8,0.0002640540698855334,0.0008839866298575435
ALDH3A1,15,9,0.30517258777249245,0.40135580376278934
ALDH3A2,16,8,0.1496700762761138,0.2218461513536002
ALDH3B1,7,31,4.099697711361124e-05,0.00018528215536930894
ALDH4A1,38,13,0.000802640619496415,0.0023497186790637737
ALDH5A1,15,8,0.2079835180872558,0.293085401761272
ALDH7A1,21,7,0.012068953457068876,0.02585982922218011
ALDH8A1,11,1,0.006234091590507687,0.01442137823571233
ALDH9A1,53,27,0.005214213350522526,0.01244549524763943
ALDOA,15,6,0.07713921224233394,0.12530845748570807
ALDOB,44,22,0.010720292644434944,0.023283161953277422
ALG1,20,10,0.09676713716624902,0.15324779773939975
ALG10B,39,18,0.00921040490374965,0.02037440872654474
ALG11,2,1,1.0,1.0
ALG14,46,15,0.00010086803264047187,0.0003977460970464832
ALG1L,29,5,3.430961624841727e-05,0.00015839588589570567
ALG1L13P,26,28,0.6772379161477742,0.7518302058476695
ALG1L2,29,5,3.430961624841727e-05,0.00015839588589570567
ALG2,43,23,0.021843137916567962,0.04297018482160886
ALG5,3,5,0.49706520125893344,0.5946726035614325
ALG6,45,13,3.518754807695726e-05,0.00016086654399383383
ALG8,12,31,0.0026871049241378904,0.006986658890357139
ALG9,10,37,3.4500133774014386e-05,0.0001588847007108703
ALK,25,7,0.001971607158808617,0.0053016287038474144
ALKBH1,8,3,0.22555444649456768,0.3137331367468202
ALKBH3,5,12,0.08760451330274163,0.14122419287039223
ALKBH4,428,152,1.1568458565832127e-59,3.5169050757422446e-58
ALKBH5,12,7,0.3574807862272077,0.459447706252478
ALKBH6,164,29,4.3334471563573254e-27,8.237937897996749e-26
ALKBH7,168,45,2.8458416955479455e-20,2.27576414183914e-19
ALKBH8,9,37,1.3167666875028694e-05,6.733129762655122e-05
ALLC,22,12,0.11897828840032358,0.18354555061079195
ALMS1,17,6,0.03388878722533728,0.06171166611866033
ALMS1P,17,6,0.03388878722533728,0.06171166611866033
ALOX12,9,7,0.803005578017028,0.8612725161162496
ALOX12P2,9,7,0.803005578017028,0.8612725161162496
ALOX15,8,6,0.7899543642007077,0.8536145230656375
ALOX15B,10,8,0.8138773582697607,0.8696414205973153
ALOX5,3,4,0.7198988876612575,0.7901367751879534
ALOX5AP,6,7,0.7851441588007239,0.8529582593221405
ALPK1,10,6,0.4530657644335597,0.5501853036519123
ALPK2,34,10,0.00034472901550832563,0.0011112127827654077
ALPL,37,13,0.0012220988557692138,0.003424795785770116
ALPPL2,16,5,0.025995852861648277,0.0497205448645229
ALS2CL,28,5,5.949475379404536e-05,0.00025311394121217375
ALS2CR11,14,6,0.1139016199639018,0.17748231257707794
ALX1,32,7,6.180254487828063e-05,0.00025992611839443846
ALX3,48,13,8.442569680001136e-06,4.436336999799058e-05
ALX4,5,14,0.03613263584113752,0.06521330670138244
ALYREF,31,27,0.7876541964741268,0.8536145230656375
AMACR,27,12,0.02264854678278911,0.04387151755242188
AMBN,9,3,0.14505090281306568,0.21580884272306522
AMBP,45,23,0.01192146354925792,0.025690420373476172
AMBRA1,9,13,0.3917983896250007,0.49140038545083187
AMDHD1,30,7,0.0001716303703014529,0.0006105032925597393
AMELX,9,12,0.5119456496295162,0.6067234663933139
AMER1,9,28,0.0011767686470579783,0.00331135685619575
AMER2,6,5,1.0,1.0
AMER3,17,7,0.06267964363089813,0.10431326330328326
AMFR,17,13,0.5824445323192672,0.6727026060425098
AMICA1,12,55,9.244206306948027e-09,6.01253747586598e-08
AMIGO2,33,9,0.00024126236733374698,0.0008171579234592269
AMMECR1,4,12,0.043305725395777483,0.07569429515756358
AMMECR1L,16,6,0.05147633813886318,0.08805919195460157
AMN,11,6,0.3306822019367589,0.43112989918276284
AMN1,46,18,0.0007037692282133559,0.0020850673247796766
AMOT,4,12,0.043305725395777483,0.07569429515756358
AMOTL1,8,37,4.599658162990301e-06,2.50462894458986e-05
AMPD2,48,15,4.1401990258908394e-05,0.00018666319114628828
AMPD3,6,15,0.04624296208619189,0.08055640930407491
AMPH,423,108,1.5645684059823916e-79,8.074463340564795e-78
AMTN,9,3,0.14505090281306568,0.21580884272306522
AMY1A,46,15,0.00010086803264047187,0.0003977460970464832
AMZ1,421,99,6.236905209788401e-84,1.1708230305075278e-81
AMZ2,31,27,0.7876541964741268,0.8536145230656375
ANAPC1,18,6,0.022033728705400466,0.04297018482160886
ANAPC10,9,3,0.14505090281306568,0.21580884272306522
ANAPC16,3,1,0.6247067078323906,0.7081706928009391
ANAPC2,47,32,0.1300013264385693,0.19849124852119088
ANAPC4,12,6,0.23622364403336843,0.3260967631301707
ANAPC5,29,18,0.178908789149844,0.25864961450253726
ANG,7,8,0.7984856295202869,0.8612725161162496
ANGEL1,13,4,0.04830281501771859,0.08397912432693885
ANGEL2,47,24,0.009692196866217626,0.021370931219623596
ANGPT1,38,75,9.364877346099169e-05,0.0003744454951643166
ANGPT2,25,27,0.672032993565514,0.74926440218017
ANGPTL2,45,27,0.051018332775370184,0.08805919195460157
ANGPTL5,7,35,4.51176425441407e-06,2.4776456415110812e-05
ANGPTL7,38,10,8.358208783225006e-05,0.0003431481123741748
ANHX,27,18,0.2862949663887396,0.3811006741026494
ANK1,24,27,0.5689957525061373,0.6610666388752886
ANK2,12,5,0.14213395782907973,0.2124793727530479
ANK3,2,2,1.0,1.0
ANKDD1A,12,9,0.6623100341654395,0.7416726637160965
ANKEF1,179,42,1.663709573845344e-24,2.513640883300742e-23
ANKFN1,30,24,0.5771019514023112,0.6685888379356562
ANKHD1,25,9,0.008592030454918093,0.01924461049544518
ANKIB1,440,142,2.2378257949620875e-70,8.52986492100016e-69
ANKK1,9,38,7.756149642629849e-06,4.104364176639009e-05
ANKMY1,14,6,0.1139016199639018,0.17748231257707794
ANKRD10,14,15,0.8513106856825392,0.8970030083196783
ANKRD11,16,9,0.22723874874760935,0.3152292193507849
ANKRD12,32,11,0.0017493898903887155,0.004761206483120285
ANKRD13A,32,8,0.00016191331805785037,0.0005850852287278144
ANKRD13B,16,7,0.0916764545126367,0.1460792566441144
ANKRD16,17,60,9.211249748802575e-08,5.609673508820644e-07
ANKRD18A,25,11,0.027703321755975396,0.05263771332632066
ANKRD18B,30,9,0.0009740817847902242,0.0027874924245387934
ANKRD18DP,38,8,7.642912219446183e-06,4.0573084380220136e-05
ANKRD19P,42,21,0.013200158196225671,0.027640822056736913
ANKRD2,1,2,0.6161934384448456,0.7006885029578778
ANKRD20A1,33,22,0.21281599385454458,0.29847502761557254
ANKRD20A11P,38,16,0.004812498365844113,0.011649597108034636
ANKRD20A19P,7,5,0.7738850745064085,0.8441462847862611
ANKRD20A8P,18,6,0.022033728705400466,0.04297018482160886
ANKRD22,0,2,0.23838148519734043,0.3277499903592107
ANKRD24,180,44,7.353242217597066e-24,9.495356115552256e-23
ANKRD26,12,57,2.948999408830677e-09,1.987962483997752e-08
ANKRD26P1,16,12,0.5694645829757363,0.6610666388752886
ANKRD27,164,29,4.3334471563573254e-27,8.237937897996749e-26
ANKRD28,30,12,0.0074123580364592045,0.016769929646210355
ANKRD29,33,9,0.00024126236733374698,0.0008171579234592269
ANKRD30A,4,40,2.9362075546718948e-09,1.987962483997752e-08
ANKRD30B,30,8,0.0004279066194789238,0.0013432904705966717
ANKRD30BL,16,6,0.05147633813886318,0.08805919195460157
ANKRD31,23,8,0.010210002752726606,0.02235838748038031
ANKRD32,23,9,0.019296343833463993,0.038618402410842516
ANKRD33B,30,11,0.004019185529665655,0.009978530051995173
ANKRD34B,25,12,0.04544757969246771,0.0793272607881776
ANKRD34C,8,8,1.0,1.0
ANKRD36BP2,18,6,0.022033728705400466,0.04297018482160886
ANKRD37,10,4,0.17837098217268166,0.2582201089521239
ANKRD40,27,16,0.12310696098592644,0.18858625727762493
ANKRD42,10,34,0.00015281379348093646,0.0005600189239865066
ANKRD44,16,5,0.025995852861648277,0.0497205448645229
ANKRD46,35,70,0.00013021057435067066,0.0004886312857567146
ANKRD50,10,4,0.17837098217268166,0.2582201089521239
ANKRD52,39,11,0.00011840273809974537,0.0004468567483472575
ANKRD6,10,3,0.09146582995123384,0.1460792566441144
ANKRD60,174,45,8.014317579657137e-22,7.147210297582594e-21
ANKRD61,423,101,8.2131173137774e-84,1.2715937713227733e-81
ANKRD62,30,10,0.002048710493951572,0.005470756436373526
ANKRD66,11,5,0.20868039692590767,0.293085401761272
ANKRD7,426,158,4.433121590508893e-56,9.272509755746874e-55
ANKRD9,11,6,0.3306822019367589,0.43112989918276284
ANKS1A,13,8,0.3813389782917591,0.48312373679649384
ANKS1B,31,9,0.0006158722150697749,0.0018454048136308618
ANKS6,43,22,0.01466769136654186,0.030416927498305112
ANKUB1,36,4,1.4938275188418138e-07,9.053390507653899e-07
ANKZF1,14,7,0.18742643540703754,0.26771639784505324
ANLN,425,108,1.3093525718022194e-80,7.505288902032721e-79
ANO1,6,31,1.335779475935544e-05,6.793341066576363e-05
ANO10,31,7,0.00010329003718746068,0.0003977460970464832
ANO2,53,55,0.6854760443251726,0.7574482549978252
ANO3,8,12,0.37027889753256593,0.4715380720040766
ANO4,31,10,0.0013262029808564068,0.0036787802671779677
ANO5,8,12,0.37027889753256593,0.4715380720040766
ANO6,36,9,5.64729480997015e-05,0.00024625747228841963
ANO9,9,13,0.3917983896250007,0.49140038545083187
ANP32AP1,8,5,0.5800722812261874,0.6703751842597062
ANP32BP1,9,7,0.803005578017028,0.8612725161162496
ANP32D,31,9,0.0006158722150697749,0.0018454048136308618
ANTXR1,16,7,0.0916764545126367,0.1460792566441144
ANTXR2,9,4,0.2656173167521872,0.3565782482331588
ANXA1,40,22,0.03584852380130245,0.06475500727062307
ANXA10,9,4,0.2656173167521872,0.3565782482331588
ANXA11,3,3,1.0,1.0
ANXA13,39,85,3.635083985737752e-06,2.021914492511465e-05
ANXA2,10,7,0.6278994251432753,0.7094871391770152
ANXA2R,27,10,0.007202344121864641,0.01641974740329154
ANXA3,9,4,0.2656173167521872,0.3565782482331588
ANXA4,18,6,0.022033728705400466,0.04297018482160886
ANXA5,13,4,0.04830281501771859,0.08397912432693885
ANXA9,61,27,0.00035261046349805043,0.001135643135495115
AOAH,425,108,1.3093525718022194e-80,7.505288902032721e-79
AOC1,434,163,1.302817760068134e-57,3.212761431970975e-56
AOC3,18,11,0.2622119360067914,0.3561131176478561
AOX2P,14,6,0.1139016199639018,0.17748231257707794
AP1AR,10,5,0.30032490974127724,0.3964383839759604
AP1B1,16,9,0.22723874874760935,0.3152292193507849
AP1B1P1,13,11,0.8380645904850325,0.8850329807963024
AP1M1,178,47,5.162432934071453e-22,4.7916821881263956e-21
AP1M2,185,50,1.4264035665812464e-22,1.4824725787485923e-21
AP1S1,431,152,4.259721605931774e-61,1.3640191701041233e-59
AP2A1,129,26,6.3045481541317535e-19,4.654951041236513e-18
AP2A2,9,13,0.3917983896250007,0.49140038545083187
AP2B1,14,11,0.6885857509327542,0.7594316521633327
AP2M1,65,14,3.5461000515614924e-09,2.3817231920550307e-08
AP2S1,124,23,2.319396937526648e-19,1.7547961313740657e-18
AP3B1,23,9,0.019296343833463993,0.038618402410842516
AP3B2,9,9,1.0,1.0
AP3D1,185,50,1.4264035665812464e-22,1.4824725787485923e-21
AP3M1,1,1,1.0,1.0
AP3S2,10,11,0.8271915198311403,0.8782440611399126
AP4B1,45,12,1.5423755024707707e-05,7.77295144164632e-05
AP4E1,10,6,0.4530657644335597,0.5501853036519123
AP4S1,8,7,1.0,1.0
AP5B1,7,26,0.0005652120209375938,0.0017110167567911275
AP5M1,6,5,1.0,1.0
AP5S1,177,43,1.6779817172876534e-23,2.0571370963449778e-22
AP5Z1,422,101,2.8232441068338105e-83,3.16772421791733e-81
APAF1,30,9,0.0009740817847902242,0.0027874924245387934
APBA1,43,22,0.01466769136654186,0.030416927498305112
APBA2,7,4,0.5479463424612538,0.6399951914048149
APBB1,7,14,0.1233006032899853,0.18858625727762493
APBB1IP,14,55,7.481377594580341e-08,4.5728664515835397e-07
APBB2,13,7,0.26129788031550283,0.3561131176478561
APBB3,24,9,0.01293946193370139,0.027239254180029083
APC,24,9,0.01293946193370139,0.027239254180029083
APC2,184,49,9.842795527074249e-23,1.050597748582808e-21
APCDD1,30,11,0.004019185529665655,0.009978530051995173
APCDD1L,175,44,1.6070606987810127e-22,1.6496813106147128e-21
APCS,53,27,0.005214213350522526,0.01244549524763943
APEH,30,6,6.19094237246575e-05,0.00025992611839443846
APH1B,8,8,1.0,1.0
API5,5,12,0.08760451330274163,0.14122419287039223
APIP,8,13,0.27305269075461525,0.3655143336975498
APITD1,36,11,0.0004708648962629411,0.0014580307241395568
APLF,17,8,0.10603769801089757,0.16701354470138016
APLN,4,10,0.10907873374700766,0.17140780824657958
APLP1,163,29,8.457945446815348e-27,1.5681657372873195e-25
APLP2,9,49,9.03533844464938e-09,5.894557461413744e-08
APOA1,10,46,1.6460552858621125e-07,9.939870640561803e-07
