Gene,GBM_loss,LGG_loss,pval,FDR
AMMECR1L,10,6,0.4530657644335597,0.5885975882833983
AMN,119,85,0.024251801111769847,0.04703816091685044
AMN1,30,11,0.004019185529665655,0.009497593995066457
AMOT,8,6,0.7899543642007077,0.8845180723779839
AMOTL1,49,10,2.943807390367492e-07,1.3640306791517726e-06
AMPD2,10,177,1.4570997295668478e-49,2.53339723814273e-48
AMPD3,69,80,0.21722520683835106,0.3198859971694647
AMPH,4,1,0.374511179720651,0.5037524124072009
AMTN,25,61,2.4581498310210675e-05,8.33739597236362e-05
AMY1A,15,177,5.770670465334055e-45,7.960239828305618e-44
AMZ1,3,15,0.0034694057514028567,0.008276546482066653
AMZ2,13,1,0.001783177570548905,0.0045828731334107186
ANAPC1,12,6,0.23622364403336843,0.34302093578243215
ANAPC10,29,79,8.422246945603516e-08,4.070752690375033e-07
ANAPC16,460,88,1.628940032584891e-114,1.681095672556297e-111
ANAPC2,40,25,0.0962325627886376,0.1583704599266996
ANAPC4,26,38,0.09388328810576449,0.15511600901064607
ANAPC5,26,30,0.4947947608655847,0.6325793104444948
ANG,143,52,5.324953986211923e-12,3.1692337076416607e-11
ANGEL1,133,102,0.06530947216189477,0.11276768859953831
ANGEL2,22,10,0.04867944309992932,0.08723161090864108
ANGPT1,18,8,0.07404322521310056,0.1262087063600586
ANGPT2,38,17,0.008029219853288385,0.01770364606430326
ANGPTL2,46,23,0.008709407128753057,0.01906684003551776
ANGPTL5,49,12,2.1252990824413047e-06,8.659138274052964e-06
ANGPTL7,49,190,8.73853980740591e-28,6.596499748082994e-27
ANHX,28,36,0.24689250263162515,0.35740764908280553
ANK1,27,8,0.0017474370912230362,0.004536029027881881
ANK2,28,66,1.3304902248393548e-05,4.701628830283883e-05
ANK3,452,84,5.9846603790301375e-112,1.0576655083975379e-109
ANKDD1A,66,43,0.04322075118062083,0.078186671993652
ANKEF1,10,7,0.6278994251432753,0.7569460849452117
ANKFN1,12,5,0.14213395782907973,0.22213236730216765
ANKHD1,20,31,0.08640546063798879,0.14409223242716115
ANKIB1,2,3,0.680022832919075,0.7924982929488241
ANKK1,46,10,1.4569473305167101e-06,6.086279977481095e-06
ANKMY1,21,55,2.331985759682961e-05,7.954380127601598e-05
ANKRD10,127,59,3.1134467470763197e-07,1.4359900839601004e-06
ANKRD11,51,19,0.00017523897076983356,0.0005310550370999475
ANKRD12,49,49,0.8327957288668459,0.9100354578480948
ANKRD13A,29,42,0.08527379627454405,0.1428902836690573
ANKRD13B,34,11,0.0007391721636164973,0.002057791742373429
ANKRD16,423,80,4.235566630082153e-97,1.1782718873535944e-95
ANKRD18A,138,53,1.054279151642119e-10,5.80123861390766e-10
ANKRD18B,166,66,1.9016821663349734e-12,1.1560934642931595e-11
ANKRD18DP,32,38,0.3875303145978979,0.5168217672132122
ANKRD19P,41,25,0.07522484843448186,0.1277444803507559
ANKRD2,460,104,1.477764241058803e-103,6.1663817858848165e-102
ANKRD20A1,132,50,1.5219959982185154e-10,8.271861029391657e-10
ANKRD20A11P,30,26,0.7841504027882417,0.8803817152978302
ANKRD20A19P,153,82,1.47588130975189e-06,6.15681450571866e-06
ANKRD20A8P,8,4,0.38656153385757197,0.5164926942638483
ANKRD22,469,104,1.1285222237232264e-109,1.48707551269915e-107
ANKRD24,11,10,1.0,1.0
ANKRD26,432,75,6.378709672792363e-106,3.7576853609681134e-104
ANKRD26P1,42,10,1.1511362867380589e-05,4.125088096225935e-05
ANKRD27,26,190,8.020252893376748e-41,8.058878860488664e-40
ANKRD28,27,21,0.5552038458217716,0.6936931025480041
ANKRD29,32,42,0.1850973498960386,0.2781645048157555
ANKRD30A,429,76,2.1578717311335672e-103,8.905370644255068e-102
ANKRD30B,36,40,0.5523074000691847,0.6908786546622776
ANKRD30BL,10,7,0.6278994251432753,0.7569460849452117
ANKRD31,18,21,0.6251459207142981,0.7559927564780379
ANKRD32,19,26,0.2275581521457905,0.33210711760750655
ANKRD33B,20,30,0.11297434711625293,0.18234668984424104
ANKRD34B,16,23,0.25328443914686366,0.36567408408113267
ANKRD34C,67,40,0.014297253084942474,0.029714075241008
ANKRD36BP2,10,5,0.30032490974127724,0.4204940622736011
ANKRD37,48,88,7.603112497412633e-05,0.0002407545445533992
ANKRD40,12,5,0.14213395782907973,0.22213236730216765
ANKRD42,48,14,1.9181713021581483e-05,6.6153017613492e-05
ANKRD44,9,11,0.654902521890484,0.7761375492301842
ANKRD46,19,7,0.02815702138835105,0.053964630683313274
ANKRD50,27,62,5.490471465367841e-05,0.0001774862542559839
ANKRD52,42,40,1.0,1.0
ANKRD6,94,54,0.0013935811203814137,0.0036688355398474585
ANKRD60,13,1,0.001783177570548905,0.0045828731334107186
ANKRD61,5,7,0.5712122678190917,0.7075740650761438
ANKRD62,47,46,0.9140354814531899,0.9756184424799144
ANKRD66,46,18,0.0007037692282133559,0.001966521827794091
ANKRD7,2,2,1.0,1.0
ANKRD9,121,86,0.020487588138934195,0.04104621886143898
ANKS1A,41,16,0.0015409954806354128,0.004016105848387435
ANKS1B,32,40,0.2724992231166987,0.3883391831571054
ANKS6,42,25,0.05831065864757937,0.10194863992131487
ANKUB1,28,23,0.6673931219068117,0.786443322661133
ANKZF1,10,14,0.4112613220538969,0.5439788306677503
ANLN,4,1,0.374511179720651,0.5037524124072009
ANO1,53,16,9.052517533018418e-06,3.283914957280915e-05
ANO10,33,34,0.8012919953054466,0.895677383248636
ANO2,31,8,0.0002640540698855334,0.0007860920011534845
ANO3,58,64,0.4420601347928922,0.5778981241718585
ANO4,31,41,0.1796089484977964,0.27089213095721865
ANO5,62,62,0.8486979680747615,0.9238507881463093
ANO6,53,47,0.7530908803429716,0.8545722230218675
ANO9,76,90,0.15144118758938843,0.23525848189946152
ANP32AP1,109,48,6.967117285024608e-07,3.089139192905539e-06
ANP32BP1,72,41,0.005264193938116066,0.012132359824851112
ANP32D,48,45,1.0,1.0
ANTXR1,18,8,0.07404322521310056,0.1262087063600586
ANTXR2,26,65,8.65857799947623e-06,3.149374302860338e-05
ANXA1,49,23,0.0032552687691779457,0.0078303678864037
ANXA10,43,90,4.596739901308578e-06,1.7637861250946988e-05
ANXA11,456,97,1.031889964615823e-105,5.78397427181302e-104
ANXA13,17,8,0.10603769801089757,0.17310348831989822
ANXA2,77,50,0.02361069765553505,0.0459548976653858
ANXA2R,14,16,0.7121256599223026,0.82093098483254
ANXA3,26,63,2.0022597539156043e-05,6.867110964228358e-05
ANXA4,17,9,0.16647170218451413,0.2558299652394651
ANXA5,25,63,1.0589130776856793e-05,3.801862393163067e-05
ANXA9,3,1,0.6247067078323906,0.7557658182377525
AOAH,4,1,0.374511179720651,0.5037524124072009
AOC1,4,3,1.0,1.0
AOC3,26,10,0.010765075799446777,0.023161410578529003
AOX2P,8,10,0.6386653541581911,0.7669089488540646
AP1AR,24,64,3.4997173178343797e-06,1.3740918334685847e-05
AP1B1,152,39,6.517121805911099e-19,4.642020093333169e-18
AP1B1P1,154,38,7.485238450208997e-20,5.477021529422287e-19
AP1M1,11,2,0.022132997223854867,0.04339928002829236
AP1M2,12,4,0.07590020996223656,0.1287022185407741
AP1S1,2,3,0.680022832919075,0.7924982929488241
AP2A1,63,242,1.2240602686172064e-37,1.0906734149066407e-36
AP2A2,77,90,0.1780837041188868,0.26940366923366416
AP2B1,37,10,8.456282189775842e-05,0.00026642254835321455
AP2M1,9,17,0.11163809797601969,0.18090911626707312
AP2S1,65,241,2.4279421872342138e-36,2.064094371060122e-35
AP3B1,16,20,0.4983322709104927,0.6358032421961459
AP3B2,65,41,0.0314948125229598,0.05982991889578424
AP3D1,11,9,0.8231147798009446,0.9047189446795246
AP3M1,461,90,8.59251846550493e-114,3.3096618561234632e-111
AP3S2,65,40,0.023587872788536343,0.04592237234699235
AP4B1,12,178,4.041665616872934e-48,6.664533578119123e-47
AP4E1,89,48,0.0006751521772722334,0.0018978547917259524
AP4S1,143,55,3.96454785898368e-11,2.243142671851331e-10
AP5B1,56,16,2.2193101439506244e-06,9.025034375318431e-06
AP5M1,130,75,0.00010086889792302108,0.0003144329912014158
AP5S1,10,6,0.4530657644335597,0.5885975882833983
AP5Z1,4,10,0.10907873374700766,0.17739317292925721
APAF1,32,37,0.456041136327251,0.5913821190867073
APBA1,52,25,0.003004768974688946,0.0072991008308178115
APBA2,96,43,7.050018246611184e-06,2.5995428105202066e-05
APBB1,74,84,0.26322891717707253,0.37738354588986295
APBB1IP,430,75,1.0589460638640351e-104,4.955603667092067e-103
APBB2,30,40,0.1740248826167945,0.26360812611369233
APBB3,20,32,0.06541040026369116,0.1128511580063361
APC,20,27,0.23667801839764435,0.34361430292542894
APC2,11,9,0.8231147798009446,0.9047189446795246
APCDD1,45,48,0.5892990488434457,0.7261463630322568
APCDD1L,14,1,0.0009464188494314856,0.0025718350137770942
APCS,3,1,0.6247067078323906,0.7557658182377525
APEH,33,36,0.6193547657731289,0.7555377270088
APH1B,71,45,0.023765466148057773,0.046196277494322445
API5,59,52,0.6891925025986454,0.7994633030144287
APIP,56,56,0.841996696083748,0.9172872846885244
APITD1,71,192,1.1762470038148143e-19,8.581633070085546e-19
APLF,19,9,0.08543739368362885,0.1428902836690573
APLN,11,11,1.0,1.0
APLP1,23,195,7.740040675556147e-45,1.0570081002564038e-43
APLP2,47,12,5.782613988921974e-06,2.1667854163528534e-05
APOA1,46,11,3.839525487489219e-06,1.4919128782478802e-05
APOA4,46,11,3.839525487489219e-06,1.4919128782478802e-05
APOA5,46,11,3.839525487489219e-06,1.4919128782478802e-05
APOB,15,12,0.6995912732625487,0.8103658635213946
APOBEC1,33,7,3.67748515833882e-05,0.00012154880512603673
APOBEC3A,154,46,1.9423283598605622e-16,1.3286728880612643e-15
APOBEC3C,154,46,1.9423283598605622e-16,1.3286728880612643e-15
APOBEC3F,154,47,4.504662024452188e-16,3.0454110230117358e-15
APOBEC3G,153,47,7.705385604723764e-16,5.165118364755037e-15
APOBEC3H,153,47,7.705385604723764e-16,5.165118364755037e-15
APOC1,49,235,1.8782771837901e-42,2.0401648485101144e-41
APOC1P1,49,238,1.70521961400243e-43,2.0297788463981382e-42
APOC2,49,237,3.8032374752926155e-43,4.3745967345976774e-42
APOC3,46,11,3.839525487489219e-06,1.4919128782478802e-05
APOD,44,39,0.7334303611826803,0.838413430156474
APOH,13,1,0.001783177570548905,0.0045828731334107186
APOL1,153,44,5.993890833111374e-17,4.166600096945815e-16
APOL3,155,44,1.9668560976317532e-17,1.3710492945997306e-16
APOL4,155,44,1.9668560976317532e-17,1.3710492945997306e-16
APOL5,154,46,1.9423283598605622e-16,1.3286728880612643e-15
APOL6,153,47,7.705385604723764e-16,5.165118364755037e-15
APOLD1,50,23,0.002313437397987555,0.0057413607455095075
APOO,9,33,0.00010344275980020623,0.0003218552480776094
APOOL,5,7,0.5712122678190917,0.7075740650761438
APP,29,22,0.4736391688742063,0.611412528557904
APPBP2,16,2,0.0012646562847643764,0.0033532080586328185
APPL2,31,40,0.21966639540076022,0.3218470088148781
APTX,175,73,2.407379415570134e-12,1.4582118379312317e-11
AQP1,2,2,1.0,1.0
AQP10,2,1,1.0,1.0
AQP11,49,13,5.192274458826104e-06,1.9711485195978198e-05
AQP12A,22,55,4.5160796303427096e-05,0.00014738333305889243
AQP2,43,44,0.7389665590787531,0.8432661539411295
AQP3,168,66,7.455725763354135e-13,4.58827990238041e-12
AQP4,34,41,0.33849129353668567,0.46415483445988975
AQP6,43,44,0.7389665590787531,0.8432661539411295
AQP7,169,67,8.88735551358006e-13,5.4536705279820116e-12
AQP8,44,13,5.6015785800307776e-05,0.00018072790684970434
AQP9,81,53,0.026468912979361568,0.05100910978524304
AQR,109,46,2.3370909104573732e-07,1.0943821588806315e-06
AR,1,5,0.11599285180899042,0.1865372679450438
ARAF,7,26,0.0005652120209375938,0.0016032127980597686
ARAP1,54,14,1.0639197371448579e-06,4.557229053718294e-06
ARAP2,31,40,0.21966639540076022,0.3218470088148781
ARC,21,20,1.0,1.0
AREG,24,60,1.9794359288318644e-05,6.798145066966683e-05
AREGB,24,61,1.2931465374861357e-05,4.585846856968067e-05
AREL1,137,105,0.05795795972247911,0.10171080268120107
ARF3,47,45,1.0,1.0
ARFGAP2,58,42,0.17230658193502732,0.26200023333109235
ARFGAP3,162,56,8.475145634061662e-15,5.4337873544547284e-14
ARFGEF2,10,2,0.03813288169940386,0.07071128859257435
ARFIP1,32,85,4.456518134947548e-08,2.1935064031186785e-07
ARG1,115,72,0.0021949234640614,0.005525748328662703
ARG2,137,100,0.022655471693346856,0.04432325331456168
ARGFX,40,25,0.0962325627886376,0.1583704599266996
ARGLU1,128,64,2.3188803768243912e-06,9.356492350431375e-06
ARHGAP1,59,44,0.2139950084622093,0.3154693834268212
ARHGAP10,38,82,6.792036759610132e-06,2.5186367860494547e-05
ARHGAP11A,100,44,2.6316257991263354e-06,1.0536322695755812e-05
ARHGAP12,432,75,6.378709672792363e-106,3.7576853609681134e-104
ARHGAP15,8,9,0.8095986768506749,0.9014075988475273
ARHGAP17,44,14,0.00011889995781033701,0.00036789189829595934
ARHGAP18,112,72,0.004537762168317967,0.010583180141666279
ARHGAP19,459,105,2.8930223454230083e-102,1.1143328634088316e-100
ARHGAP20,50,10,1.7126729273123719e-07,8.083296439070386e-07
ARHGAP21,430,76,5.3676212472517015e-104,2.290693362960655e-102
ARHGAP22,439,82,2.82368382423477e-105,1.4576418696788564e-103
ARHGAP23,34,12,0.0022303337932544002,0.005606438126216131
ARHGAP23P1,40,9,1.2424545142681625e-05,4.4217369612263295e-05
ARHGAP24,30,61,0.0002842299198679267,0.0008424826077853187
ARHGAP26,26,34,0.23307621969033743,0.33950072454070096
ARHGAP27,19,8,0.05100892455609041,0.09105351015226458
ARHGAP28,51,50,0.9170108533694977,0.9777370316783729
ARHGAP29,24,178,3.646466175980891e-38,3.3626282931605242e-37
ARHGAP31,39,25,0.12204980107167063,0.19454924784578057
ARHGAP32,46,12,9.468273046722346e-06,3.4223387321429995e-05
ARHGAP33,25,196,6.21840595036943e-44,7.752107401365111e-43
ARHGAP35,65,241,2.4279421872342138e-36,2.064094371060122e-35
ARHGAP36,9,10,0.8190406480497187,0.9040222959307942
ARHGAP4,5,15,0.022701026879916944,0.04437408273130935
ARHGAP42,52,12,4.573655993398511e-07,2.075693665644484e-06
ARHGAP44,47,7,2.750427640390043e-08,1.3758549455191218e-07
ARHGAP5,143,55,3.96454785898368e-11,2.243142671851331e-10
ARHGAP6,15,32,0.007238240498266775,0.01611095699584583
ARHGAP8,162,58,3.6956520140114997e-14,2.3345704186072645e-13
ARHGAP9,35,35,0.9018275449158867,0.9674536441995607
ARHGDIA,16,5,0.025995852861648277,0.05015536882708456
ARHGDIB,46,14,4.8295059265735004e-05,0.0001566929547062357
ARHGDIG,27,7,0.0007582617367292291,0.0021046947171371915
ARHGEF1,48,225,1.3258295757637346e-39,1.2824605207419718e-38
ARHGEF10,40,18,0.006520594155062755,0.014729679007120708
ARHGEF10L,31,181,9.89790322974777e-35,8.076387958569854e-34
ARHGEF12,44,10,4.135802657855368e-06,1.5930263468282908e-05
ARHGEF15,50,8,1.6954734436177545e-08,8.587121399199564e-08
ARHGEF16,57,191,9.6259281783876e-25,7.186913175732532e-24
ARHGEF17,54,14,1.0639197371448579e-06,4.557229053718294e-06
ARHGEF18,12,6,0.23622364403336843,0.34302093578243215
ARHGEF19,29,184,5.421622312362036e-37,4.740605959039726e-36
ARHGEF2,1,1,1.0,1.0
ARHGEF25,36,35,1.0,1.0
ARHGEF26,30,22,0.39410433588465443,0.5244251336397625
ARHGEF28,18,23,0.4262351354781791,0.5603802034966923
ARHGEF3,30,33,0.604656918580728,0.7423611699550131
ARHGEF33,10,8,0.8138773582697607,0.9021595097349724
ARHGEF35,4,4,1.0,1.0
ARHGEF38,25,63,1.0589130776856793e-05,3.801862393163067e-05
ARHGEF39,146,50,2.979224260357176e-13,1.856238359149129e-12
ARHGEF4,9,7,0.803005578017028,0.8966587224389946
ARHGEF40,143,53,1.0539874923044792e-11,6.184765667733549e-11
ARHGEF6,8,12,0.37027889753256593,0.5014721960633074
ARHGEF7,127,60,5.099345923300257e-07,2.2921117432620127e-06
ARID1A,32,183,8.955841979766807e-35,7.339588555376813e-34
ARID1B,117,76,0.004193539543329652,0.009832269552036527
ARID2,57,48,0.538286430330184,0.6765689685013339
ARID3A,10,9,1.0,1.0
ARID3C,150,58,1.1352466186513803e-11,6.656391376026945e-11
ARID4A,127,81,0.0015504674460001503,0.004039389867120058
ARID4B,15,17,0.7204601062287859,0.8281239357080741
ARIH1,65,41,0.0314948125229598,0.05982991889578424
ARIH2,31,36,0.4499931853750777,0.5870427816504054
ARIH2OS,31,36,0.4499931853750777,0.5870427816504054
ARL1,29,38,0.20752966577915066,0.3086276379976993
ARL11,198,97,1.1107381866385923e-10,6.105977214064623e-10
ARL13A,6,5,1.0,1.0
ARL13B,35,28,0.5172534384093497,0.6554902270782226
ARL14,26,22,0.7680958787389202,0.8665667510639173
ARL14EP,55,58,0.6195389243306083,0.7555377270088
ARL15,18,16,0.8632655492866472,0.9369247223021469
ARL16,16,5,0.025995852861648277,0.05015536882708456
ARL2BP,46,12,9.468273046722346e-06,3.4223387321429995e-05
ARL2BPP3,170,86,2.0973405156978084e-08,1.0558394513006862e-07
ARL3,462,108,2.2797055092772363e-102,8.826220659887279e-101
ARL4A,5,4,1.0,1.0
ARL4C,21,47,0.0006347852333571601,0.0017924330405058757
ARL4D,24,9,0.01293946193370139,0.02712105443952313
ARL5A,8,10,0.6386653541581911,0.7669089488540646
ARL5B,425,78,1.2672153176877393e-99,4.230246333845605e-98
ARL5C,34,9,0.0001495706990900623,0.00045770035480360887
ARL6,27,25,1.0,1.0
ARL6IP4,25,30,0.4087182929172062,0.5411869718997154
ARL8A,6,6,1.0,1.0
ARL8B,24,21,0.8791590022367155,0.949919192375742
ARL9,20,41,0.0035330688790520173,0.00842173289449689
ARMC1,19,12,0.2781153532826206,0.39435990532485626
ARMC12,40,16,0.00226918381559647,0.00566223054466415
ARMC2,97,63,0.010150893902556201,0.021972151038069057
ARMC3,431,78,3.3595118513464883e-103,1.3676581851199715e-101
ARMC4,435,76,4.723378659214509e-107,4.2743731457060455e-105
ARMC4P1,432,75,6.378709672792363e-106,3.7576853609681134e-104
ARMC5,25,8,0.004297609000116492,0.0100449171308153
ARMC6,13,3,0.020879379998804265,0.04168660903004222
ARMC8,29,21,0.3851766147105913,0.5154216200055677
ARMC9,12,34,0.0007359501924242546,0.0020522449954700483
ARMCX5,6,5,1.0,1.0
ARNT2,67,42,0.02608192236748956,0.05027622710181293
ARNTL,67,74,0.3675800288694768,0.498176397841689
ARNTL2,31,8,0.0002640540698855334,0.0007860920011534845
ARPC1A,1,3,0.36316015387059114,0.49254169659118996
ARPC1B,1,3,0.36316015387059114,0.49254169659118996
ARPC3,29,42,0.08527379627454405,0.1428902836690573
ARPC5,5,3,0.7261349050046062,0.8326716445022286
ARPP19,90,49,0.0007307434388357884,0.0020403769401842404
ARPP21,32,27,0.6885702877177087,0.798821156113355
ARR3,1,5,0.11599285180899042,0.1865372679450438
ARRB2,54,6,9.546100497439724e-11,5.262441162295028e-10
ARRDC2,12,3,0.03463458748966235,0.06481634150613028
ARRDC4,67,39,0.010352868376322173,0.022377091906347006
ARRDC5,11,8,0.6463669807125458,0.7709133039601651
ARSB,16,21,0.40326240615321973,0.5348113238486507
ARSJ,25,64,6.89847720274786e-06,2.546790969272017e-05
ART1,75,86,0.23178073632216348,0.3378430255221754
ART3,26,60,6.778624339875175e-05,0.00021592132068194418
ART5,74,86,0.19895281517827212,0.29738001886646803
ARV1,20,12,0.2124514425095564,0.3138715154778281
ARX,10,32,0.0003991746197343932,0.0011654812706802828
AS3MT,464,110,1.9181413368555257e-102,7.464849523897333e-101
ASAH1,42,17,0.0018575264716447276,0.004753622258440732
ASAH2B,443,84,2.3433785183565653e-106,1.6522030890387458e-104
ASAP1,21,9,0.041568838550355355,0.07600201213765925
ASAP2,14,15,0.8513106856825392,0.926157960625949
ASAP3,40,185,7.713863121976716e-31,5.976155328433947e-30
ASB1,19,49,8.189603133969358e-05,0.0002585628799463802
ASB13,422,79,3.433922416518352e-97,9.678120551770859e-96
ASB18,25,47,0.004755581453583834,0.011061992040219317
ASB2,122,95,0.11074001724999599,0.179861232471558
ASB3,10,8,0.8138773582697607,0.9021595097349724
ASB4,1,3,0.36316015387059114,0.49254169659118996
ASB8,48,45,1.0,1.0
ASCC1,461,88,3.3908998131137096e-115,6.678980251272161e-112
ASCC2,154,38,7.485238450208997e-20,5.477021529422287e-19
ASCC3,99,58,0.0013673303639612953,0.003601619626061122
ASCL1,27,38,0.12484631221902964,0.19776689901728048
ASCL2,74,89,0.12594970486047008,0.19934848450257944
ASCL5,7,6,1.0,1.0
ASF1A,108,70,0.00669451140625339,0.015088514680380858
ASF1B,10,3,0.09146582995123384,0.15173933710960075
ASGR1,58,8,1.484166186421526e-10,8.069180040689166e-10
ASGR2,57,8,2.713036119919313e-10,1.4586695989057951e-09
ASH1L,3,1,0.6247067078323906,0.7557658182377525
ASH2L,36,10,0.00013590098462007186,0.00041782738251385995
ASIC1,42,44,0.7361362077673834,0.8405471353816991
ASIC2,40,12,0.00016281785834953142,0.0004964176716311469
ASIC5,33,86,5.668856309222464e-08,2.7630616313153746e-07
ASL,1,5,0.11599285180899042,0.1865372679450438
ASNA1,9,5,0.4226607189952972,0.556265053508617
ASNS,1,3,0.36316015387059114,0.49254169659118996
ASNSD1,9,10,0.8190406480497187,0.9040222959307942
ASPA,53,5,3.6754819127395255e-11,2.0882408961109362e-10
ASPG,119,84,0.019506479510979807,0.039195603961200996
ASPH,19,11,0.19784419756770402,0.2958701379653609
ASPHD2,144,37,9.097139096502996e-18,6.356149930589209e-17
ASPM,8,5,0.5800722812261874,0.7170119154595398
ASPSCR1,18,5,0.010282512173524001,0.022228219581332212
ASRGL1,54,17,1.2277584726778032e-05,4.374617594062134e-05
ASS1,47,23,0.006317280024510048,0.01431777014607573
ASTN1,9,1,0.02124361667577746,0.04203393173123407
ASTN2,49,29,0.03452977950280867,0.06481634150613028
ASUN,32,8,0.00016191331805785037,0.0004942617077555433
ASXL1,8,0,0.00772688706038884,0.017079649414532248
ASXL2,17,12,0.45569197208208845,0.5913821190867073
ASXL3,38,41,0.6404470155898638,0.7678821189393356
ATAD1,469,105,5.063284204310104e-109,6.391651707323225e-107
ATAD2,17,8,0.10603769801089757,0.17310348831989822
ATAD2B,20,13,0.29307935612636654,0.41265705199458974
